start,end,c,locationLabel,eventLabel,s,roleLabel,personLabel,affliationLabel,keywords,homepage,abstract
2012-11-11T09:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,Whittier,The Seventh International Workshop on Ontology Matching,workshop:om/2012,Workshop Chair,Anastasios Kementsietsidis,,"ontology matching, semantic heterogeneity, Ontology Alignment Evaluation Initiative (OAEI), ontology alignment, schema matching, data interlinking",http://iswc2012.semanticweb.org/workshops/ontology-matching,"Ontology matching is a key interoperability enabler for the Semantic Web, as well as a useful tactic in some classical data integration tasks dealing with the semantic heterogeneity problem. It takes the ontologies as input and determines as output an alignment, that is, a set of correspondences between the semantically related entities of those ontologies. These correspondences can be used for various tasks, such as ontology merging, data translation, query answering or navigation on the web of data. Thus, matching ontologies enables the knowledge and data expressed in the matched ontologies to interoperate."
2012-11-11T09:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,Whittier,The Seventh International Workshop on Ontology Matching,workshop:om/2012,Workshop Chair,Heiner Stuckenschmidt,,"ontology matching, semantic heterogeneity, Ontology Alignment Evaluation Initiative (OAEI), ontology alignment, schema matching, data interlinking",http://iswc2012.semanticweb.org/workshops/ontology-matching,"Ontology matching is a key interoperability enabler for the Semantic Web, as well as a useful tactic in some classical data integration tasks dealing with the semantic heterogeneity problem. It takes the ontologies as input and determines as output an alignment, that is, a set of correspondences between the semantically related entities of those ontologies. These correspondences can be used for various tasks, such as ontology merging, data translation, query answering or navigation on the web of data. Thus, matching ontologies enables the knowledge and data expressed in the matched ontologies to interoperate."
2012-11-11T09:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,Whittier,The Seventh International Workshop on Ontology Matching,workshop:om/2012,Workshop Chair,Jérôme Euzenat,,"ontology matching, semantic heterogeneity, Ontology Alignment Evaluation Initiative (OAEI), ontology alignment, schema matching, data interlinking",http://iswc2012.semanticweb.org/workshops/ontology-matching,"Ontology matching is a key interoperability enabler for the Semantic Web, as well as a useful tactic in some classical data integration tasks dealing with the semantic heterogeneity problem. It takes the ontologies as input and determines as output an alignment, that is, a set of correspondences between the semantically related entities of those ontologies. These correspondences can be used for various tasks, such as ontology merging, data translation, query answering or navigation on the web of data. Thus, matching ontologies enables the knowledge and data expressed in the matched ontologies to interoperate."
2012-11-11T09:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,Whittier,The Seventh International Workshop on Ontology Matching,workshop:om/2012,Workshop Chair,Ming Mao,,"ontology matching, semantic heterogeneity, Ontology Alignment Evaluation Initiative (OAEI), ontology alignment, schema matching, data interlinking",http://iswc2012.semanticweb.org/workshops/ontology-matching,"Ontology matching is a key interoperability enabler for the Semantic Web, as well as a useful tactic in some classical data integration tasks dealing with the semantic heterogeneity problem. It takes the ontologies as input and determines as output an alignment, that is, a set of correspondences between the semantically related entities of those ontologies. These correspondences can be used for various tasks, such as ontology merging, data translation, query answering or navigation on the web of data. Thus, matching ontologies enables the knowledge and data expressed in the matched ontologies to interoperate."
2012-11-11T09:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,Whittier,The Seventh International Workshop on Ontology Matching,workshop:om/2012,Workshop Chair,Natasha F. Noy,,"ontology matching, semantic heterogeneity, Ontology Alignment Evaluation Initiative (OAEI), ontology alignment, schema matching, data interlinking",http://iswc2012.semanticweb.org/workshops/ontology-matching,"Ontology matching is a key interoperability enabler for the Semantic Web, as well as a useful tactic in some classical data integration tasks dealing with the semantic heterogeneity problem. It takes the ontologies as input and determines as output an alignment, that is, a set of correspondences between the semantically related entities of those ontologies. These correspondences can be used for various tasks, such as ontology merging, data translation, query answering or navigation on the web of data. Thus, matching ontologies enables the knowledge and data expressed in the matched ontologies to interoperate."
2012-11-11T09:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,Whittier,The Seventh International Workshop on Ontology Matching,workshop:om/2012,Workshop Chair,Pavel Shvaiko,,"ontology matching, semantic heterogeneity, Ontology Alignment Evaluation Initiative (OAEI), ontology alignment, schema matching, data interlinking",http://iswc2012.semanticweb.org/workshops/ontology-matching,"Ontology matching is a key interoperability enabler for the Semantic Web, as well as a useful tactic in some classical data integration tasks dealing with the semantic heterogeneity problem. It takes the ontologies as input and determines as output an alignment, that is, a set of correspondences between the semantically related entities of those ontologies. These correspondences can be used for various tasks, such as ontology merging, data translation, query answering or navigation on the web of data. Thus, matching ontologies enables the knowledge and data expressed in the matched ontologies to interoperate."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,St. James,3rd Workshop on the Multilingual Semantic Web,workshop:msw/2012,Workshop Chair,David Lewis,,"multilinguality, Semantic Web, Multilingual Linked Data, cross-lingual haromonization and reconciliation, cross-lingual and multilingual NLP for the Semantic Web, localization in the Semantic Web",http://iswc2012.semanticweb.org/workshops/msw3,"The vision of the Multilingual Semantic Web workshop series is the creation of a Semantic Web where semantically structured information can be aligned, integrated and used across languages. The workshops are concerned with research questions on how current Semantic Web infrastructure can and should be extended to support this vision. Ontologies and linked data vocabularies are defined often in one language only (English), with a biased semantics and a corresponding world view. An infrastructure should be in place for defining ontologies and vocabularies in multiple languages with a transparent semantics across them. Current Semantic Web representation languages (RDF, OWL, SKOS) are limited in regard of the representation of natural language semantics, leaving much of the semantics hidden in textual web content out of scope for the developing Web of Data. NLP and machine learning for Linked Data can benefit from exploiting linguistic resources such as annotated corpora, Wordnets etc. if they are themselves formally represented and linked by use of Linked Data principles. In addressing such research questions, the workshop aims at providing a forum for researchers at the intersection of NLP, multilingual information access, Linked Data and the Semantic Web to exchange ideas on realizing the Multilingual Semantic Web."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,St. James,3rd Workshop on the Multilingual Semantic Web,workshop:msw/2012,Workshop Chair,Felix Sasaki,,"multilinguality, Semantic Web, Multilingual Linked Data, cross-lingual haromonization and reconciliation, cross-lingual and multilingual NLP for the Semantic Web, localization in the Semantic Web",http://iswc2012.semanticweb.org/workshops/msw3,"The vision of the Multilingual Semantic Web workshop series is the creation of a Semantic Web where semantically structured information can be aligned, integrated and used across languages. The workshops are concerned with research questions on how current Semantic Web infrastructure can and should be extended to support this vision. Ontologies and linked data vocabularies are defined often in one language only (English), with a biased semantics and a corresponding world view. An infrastructure should be in place for defining ontologies and vocabularies in multiple languages with a transparent semantics across them. Current Semantic Web representation languages (RDF, OWL, SKOS) are limited in regard of the representation of natural language semantics, leaving much of the semantics hidden in textual web content out of scope for the developing Web of Data. NLP and machine learning for Linked Data can benefit from exploiting linguistic resources such as annotated corpora, Wordnets etc. if they are themselves formally represented and linked by use of Linked Data principles. In addressing such research questions, the workshop aims at providing a forum for researchers at the intersection of NLP, multilingual information access, Linked Data and the Semantic Web to exchange ideas on realizing the Multilingual Semantic Web."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,St. James,3rd Workshop on the Multilingual Semantic Web,workshop:msw/2012,Workshop Chair,James Pustejovsky,,"multilinguality, Semantic Web, Multilingual Linked Data, cross-lingual haromonization and reconciliation, cross-lingual and multilingual NLP for the Semantic Web, localization in the Semantic Web",http://iswc2012.semanticweb.org/workshops/msw3,"The vision of the Multilingual Semantic Web workshop series is the creation of a Semantic Web where semantically structured information can be aligned, integrated and used across languages. The workshops are concerned with research questions on how current Semantic Web infrastructure can and should be extended to support this vision. Ontologies and linked data vocabularies are defined often in one language only (English), with a biased semantics and a corresponding world view. An infrastructure should be in place for defining ontologies and vocabularies in multiple languages with a transparent semantics across them. Current Semantic Web representation languages (RDF, OWL, SKOS) are limited in regard of the representation of natural language semantics, leaving much of the semantics hidden in textual web content out of scope for the developing Web of Data. NLP and machine learning for Linked Data can benefit from exploiting linguistic resources such as annotated corpora, Wordnets etc. if they are themselves formally represented and linked by use of Linked Data principles. In addressing such research questions, the workshop aims at providing a forum for researchers at the intersection of NLP, multilingual information access, Linked Data and the Semantic Web to exchange ideas on realizing the Multilingual Semantic Web."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,St. James,3rd Workshop on the Multilingual Semantic Web,workshop:msw/2012,Workshop Chair,Paul Buitelaar,,"multilinguality, Semantic Web, Multilingual Linked Data, cross-lingual haromonization and reconciliation, cross-lingual and multilingual NLP for the Semantic Web, localization in the Semantic Web",http://iswc2012.semanticweb.org/workshops/msw3,"The vision of the Multilingual Semantic Web workshop series is the creation of a Semantic Web where semantically structured information can be aligned, integrated and used across languages. The workshops are concerned with research questions on how current Semantic Web infrastructure can and should be extended to support this vision. Ontologies and linked data vocabularies are defined often in one language only (English), with a biased semantics and a corresponding world view. An infrastructure should be in place for defining ontologies and vocabularies in multiple languages with a transparent semantics across them. Current Semantic Web representation languages (RDF, OWL, SKOS) are limited in regard of the representation of natural language semantics, leaving much of the semantics hidden in textual web content out of scope for the developing Web of Data. NLP and machine learning for Linked Data can benefit from exploiting linguistic resources such as annotated corpora, Wordnets etc. if they are themselves formally represented and linked by use of Linked Data principles. In addressing such research questions, the workshop aims at providing a forum for researchers at the intersection of NLP, multilingual information access, Linked Data and the Semantic Web to exchange ideas on realizing the Multilingual Semantic Web."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,St. James,3rd Workshop on the Multilingual Semantic Web,workshop:msw/2012,Workshop Chair,Philipp Cimiano,,"multilinguality, Semantic Web, Multilingual Linked Data, cross-lingual haromonization and reconciliation, cross-lingual and multilingual NLP for the Semantic Web, localization in the Semantic Web",http://iswc2012.semanticweb.org/workshops/msw3,"The vision of the Multilingual Semantic Web workshop series is the creation of a Semantic Web where semantically structured information can be aligned, integrated and used across languages. The workshops are concerned with research questions on how current Semantic Web infrastructure can and should be extended to support this vision. Ontologies and linked data vocabularies are defined often in one language only (English), with a biased semantics and a corresponding world view. An infrastructure should be in place for defining ontologies and vocabularies in multiple languages with a transparent semantics across them. Current Semantic Web representation languages (RDF, OWL, SKOS) are limited in regard of the representation of natural language semantics, leaving much of the semantics hidden in textual web content out of scope for the developing Web of Data. NLP and machine learning for Linked Data can benefit from exploiting linguistic resources such as annotated corpora, Wordnets etc. if they are themselves formally represented and linked by use of Linked Data principles. In addressing such research questions, the workshop aims at providing a forum for researchers at the intersection of NLP, multilingual information access, Linked Data and the Semantic Web to exchange ideas on realizing the Multilingual Semantic Web."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:TutorialEvent,Alcott,Learning on Linked Data: Tensors and their Applications in Graph-Structured Domains,iswc2012:tutorial-3,Tutorial Organizer,Maximilian Nickel,,"Machine Learning, Tensor, Graph, Linked Data",http://www.cip.ifi.lmu.de/~nickel/iswc2012-learning-on-linked-data-with-tensors,"Machine learning has become increasingly important in the context of Linked Data as it is an enabling technology for many important tasks such as link prediction, information retrieval or group detection. The fundamental data structure of Linked Data is a graph. Graphs are also ubiquitous in many other fields of application, such as social networks, bioinformatics or the World Wide Web. Recently, tensor factorizations have emerged as a highly promising approach to machine learning on graph-structured data, showing both scalability and excellent results on benchmark data sets, while matching perfectly to the triple structure of RDF. This tutorial will provide an introduction to tensor factorizations and their applications for machine learning on graphs. By the means of concrete tasks such as link prediction we will discuss several factorization methods in-depth and also provide necessary theoretical background on tensors in general. Emphasis is put on tensor models that are of interest to Linked Data, which will include models that are able to factorize large-scale graphs with millions of entities and known facts or models that can handle the open-world assumption of Linked Data. Furthermore, we will discuss tensor models for temporal and sequential graph data, e.g. to analyze social networks over time."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:TutorialEvent,Alcott,Learning on Linked Data: Tensors and their Applications in Graph-Structured Domains,iswc2012:tutorial-3,Tutorial Organizer,Volker Tresp,,"Machine Learning, Tensor, Graph, Linked Data",http://www.cip.ifi.lmu.de/~nickel/iswc2012-learning-on-linked-data-with-tensors,"Machine learning has become increasingly important in the context of Linked Data as it is an enabling technology for many important tasks such as link prediction, information retrieval or group detection. The fundamental data structure of Linked Data is a graph. Graphs are also ubiquitous in many other fields of application, such as social networks, bioinformatics or the World Wide Web. Recently, tensor factorizations have emerged as a highly promising approach to machine learning on graph-structured data, showing both scalability and excellent results on benchmark data sets, while matching perfectly to the triple structure of RDF. This tutorial will provide an introduction to tensor factorizations and their applications for machine learning on graphs. By the means of concrete tasks such as link prediction we will discuss several factorization methods in-depth and also provide necessary theoretical background on tensors in general. Emphasis is put on tensor models that are of interest to Linked Data, which will include models that are able to factorize large-scale graphs with millions of entities and known facts or models that can handle the open-world assumption of Linked Data. Furthermore, we will discuss tensor models for temporal and sequential graph data, e.g. to analyze social networks over time."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:TutorialEvent,Lexington,"Semantic Web Rules: Fundamentals, Applications, and Standards",iswc2012:tutorial-2,Tutorial Organizer,Benjamin Grosof,,"rules, ontologies, RIF, SPARQL, declarative logic programs, OWL",http://semwebcentral.org/iswc2012-rules-tutorial/,"The area of semantic rules is perhaps the most important frontier today for the Semantic Webs core technology and standards. Recent progress includes major initial industry standards from W3C and OMG, and fundamental advances in the underlying knowledge representation techniques in declarative logic programs, including most recently for efficient higher-order defaults with sound integration of first order logic ontologies (OWL). Recent progress also includes methods to use rules for, or with, more expressive OWL ontologies; increasing integration of rules with query /search in SPARQL and relational databases; substantive translations between heterogeneous types of commercial rule engines; development of open-source tools for inferencing and interoperability; performance benchmarking of rule systems; a wide range of emerging applications including in business, science, and trust; and accelerating industry investments / acquisitions in the technology including by integrated software companies such as Oracle, IBM, and Microsoft. This tutorial will provide a comprehensive and up-to-date introduction to these developments and to the fundamentals of the key technologies and outstanding research issues involved. It will explore example application scenarios, overall requirements and challenges, and touch upon business /social value and strategy considerations."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:TutorialEvent,Lexington,"Semantic Web Rules: Fundamentals, Applications, and Standards",iswc2012:tutorial-2,Tutorial Organizer,Michael Kifer,,"rules, ontologies, RIF, SPARQL, declarative logic programs, OWL",http://semwebcentral.org/iswc2012-rules-tutorial/,"The area of semantic rules is perhaps the most important frontier today for the Semantic Webs core technology and standards. Recent progress includes major initial industry standards from W3C and OMG, and fundamental advances in the underlying knowledge representation techniques in declarative logic programs, including most recently for efficient higher-order defaults with sound integration of first order logic ontologies (OWL). Recent progress also includes methods to use rules for, or with, more expressive OWL ontologies; increasing integration of rules with query /search in SPARQL and relational databases; substantive translations between heterogeneous types of commercial rule engines; development of open-source tools for inferencing and interoperability; performance benchmarking of rule systems; a wide range of emerging applications including in business, science, and trust; and accelerating industry investments / acquisitions in the technology including by integrated software companies such as Oracle, IBM, and Microsoft. This tutorial will provide a comprehensive and up-to-date introduction to these developments and to the fundamentals of the key technologies and outstanding research issues involved. It will explore example application scenarios, overall requirements and challenges, and touch upon business /social value and strategy considerations."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:TutorialEvent,Lexington,"Semantic Web Rules: Fundamentals, Applications, and Standards",iswc2012:tutorial-2,Tutorial Organizer,Mike Dean,,"rules, ontologies, RIF, SPARQL, declarative logic programs, OWL",http://semwebcentral.org/iswc2012-rules-tutorial/,"The area of semantic rules is perhaps the most important frontier today for the Semantic Webs core technology and standards. Recent progress includes major initial industry standards from W3C and OMG, and fundamental advances in the underlying knowledge representation techniques in declarative logic programs, including most recently for efficient higher-order defaults with sound integration of first order logic ontologies (OWL). Recent progress also includes methods to use rules for, or with, more expressive OWL ontologies; increasing integration of rules with query /search in SPARQL and relational databases; substantive translations between heterogeneous types of commercial rule engines; development of open-source tools for inferencing and interoperability; performance benchmarking of rule systems; a wide range of emerging applications including in business, science, and trust; and accelerating industry investments / acquisitions in the technology including by integrated software companies such as Oracle, IBM, and Microsoft. This tutorial will provide a comprehensive and up-to-date introduction to these developments and to the fundamentals of the key technologies and outstanding research issues involved. It will explore example application scenarios, overall requirements and challenges, and touch upon business /social value and strategy considerations."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,Franklin,Web of Linked Entities,workshop:wole/2012,Workshop Chair,Aditya Kalyanpur,,"NLP, Linked Data, Semantic Web, Knowledge extraction, NLP evaluation metrics, Knowledge modeling",http://iswc2012.semanticweb.org/workshops/web-of-linked-entities,"Most of the knowledge available on the Web is encoded in natural language texts or Web documents aimed primarily at human consumption. A promising approach to have programmatic access to such knowledge uses information extraction techniques that aim to extract machine readable structures from free texts, from which it is possible to retrieve entities and categories. These entities can potentially be linked to each other, creating de facto a global knowledge graph of linked entities. The WoLE2012 workshop envisions the Web as a Web of Linked Entities (WoLE), which transparently connects the World Wide Web (WWW) and the Giant Global Graph (GGG) using methods from Information Retrieval (IR) and Natural Language Processing (NLP). The focus of this workshop is to bring together the Information Retrieval, Semantic Web and NLP communities. The primary goal is to strengthen research techniques that provide access to textual information published on the Web to further improve the adoption of Semantic Web technology."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,Franklin,Web of Linked Entities,workshop:wole/2012,Workshop Chair,Eric Charton,,"NLP, Linked Data, Semantic Web, Knowledge extraction, NLP evaluation metrics, Knowledge modeling",http://iswc2012.semanticweb.org/workshops/web-of-linked-entities,"Most of the knowledge available on the Web is encoded in natural language texts or Web documents aimed primarily at human consumption. A promising approach to have programmatic access to such knowledge uses information extraction techniques that aim to extract machine readable structures from free texts, from which it is possible to retrieve entities and categories. These entities can potentially be linked to each other, creating de facto a global knowledge graph of linked entities. The WoLE2012 workshop envisions the Web as a Web of Linked Entities (WoLE), which transparently connects the World Wide Web (WWW) and the Giant Global Graph (GGG) using methods from Information Retrieval (IR) and Natural Language Processing (NLP). The focus of this workshop is to bring together the Information Retrieval, Semantic Web and NLP communities. The primary goal is to strengthen research techniques that provide access to textual information published on the Web to further improve the adoption of Semantic Web technology."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,Franklin,Web of Linked Entities,workshop:wole/2012,Workshop Chair,Giuseppe Rizzo,,"NLP, Linked Data, Semantic Web, Knowledge extraction, NLP evaluation metrics, Knowledge modeling",http://iswc2012.semanticweb.org/workshops/web-of-linked-entities,"Most of the knowledge available on the Web is encoded in natural language texts or Web documents aimed primarily at human consumption. A promising approach to have programmatic access to such knowledge uses information extraction techniques that aim to extract machine readable structures from free texts, from which it is possible to retrieve entities and categories. These entities can potentially be linked to each other, creating de facto a global knowledge graph of linked entities. The WoLE2012 workshop envisions the Web as a Web of Linked Entities (WoLE), which transparently connects the World Wide Web (WWW) and the Giant Global Graph (GGG) using methods from Information Retrieval (IR) and Natural Language Processing (NLP). The focus of this workshop is to bring together the Information Retrieval, Semantic Web and NLP communities. The primary goal is to strengthen research techniques that provide access to textual information published on the Web to further improve the adoption of Semantic Web technology."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,Franklin,Web of Linked Entities,workshop:wole/2012,Workshop Chair,Pablo N. Mendes,,"NLP, Linked Data, Semantic Web, Knowledge extraction, NLP evaluation metrics, Knowledge modeling",http://iswc2012.semanticweb.org/workshops/web-of-linked-entities,"Most of the knowledge available on the Web is encoded in natural language texts or Web documents aimed primarily at human consumption. A promising approach to have programmatic access to such knowledge uses information extraction techniques that aim to extract machine readable structures from free texts, from which it is possible to retrieve entities and categories. These entities can potentially be linked to each other, creating de facto a global knowledge graph of linked entities. The WoLE2012 workshop envisions the Web as a Web of Linked Entities (WoLE), which transparently connects the World Wide Web (WWW) and the Giant Global Graph (GGG) using methods from Information Retrieval (IR) and Natural Language Processing (NLP). The focus of this workshop is to bring together the Information Retrieval, Semantic Web and NLP communities. The primary goal is to strengthen research techniques that provide access to textual information published on the Web to further improve the adoption of Semantic Web technology."
2012-11-11T14:00:00+05:00,2012-11-11T17:30:00+05:00,swc:WorkshopEvent,Franklin,Web of Linked Entities,workshop:wole/2012,Workshop Chair,Sebastian Hellmann,,"NLP, Linked Data, Semantic Web, Knowledge extraction, NLP evaluation metrics, Knowledge modeling",http://iswc2012.semanticweb.org/workshops/web-of-linked-entities,"Most of the knowledge available on the Web is encoded in natural language texts or Web documents aimed primarily at human consumption. A promising approach to have programmatic access to such knowledge uses information extraction techniques that aim to extract machine readable structures from free texts, from which it is possible to retrieve entities and categories. These entities can potentially be linked to each other, creating de facto a global knowledge graph of linked entities. The WoLE2012 workshop envisions the Web as a Web of Linked Entities (WoLE), which transparently connects the World Wide Web (WWW) and the Giant Global Graph (GGG) using methods from Information Retrieval (IR) and Natural Language Processing (NLP). The focus of this workshop is to bring together the Information Retrieval, Semantic Web and NLP communities. The primary goal is to strengthen research techniques that provide access to textual information published on the Web to further improve the adoption of Semantic Web technology."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Cambridge,2nd Joint Workshop on Knowledge Evolution and Ontology Dynamics,workshop:evodyn/2012,Workshop Chair,Dimitris Plexousakis,,"Ontology Dynamics, Knowledge Evolution, Temporality in Knowledge Capturing, Knowledge Integration and Analysis over Time, Visualization and Presenation of Evolving Knowledge, Representation of and Reasoning on Evolving Knowledge",http://iswc2012.semanticweb.org/workshops/evodyn2012,"EvoDyn 2012 continues the tradition of EvoDyn 2011 and the IWOD workshop series in being the core annual event to discuss advances in the broad area of ontology dynamics, and to track recent work directly or indirectly related to the problem of evolving knowledge. The workshop focuses on analysis of trends and change in formal descriptions, but also in associated raw sources of knowledge (scientific publications, unstructured or semi-structured Web content, traditional data stores, e-mail or on-line discussion threads, etc.). We are especially interested in research targeted on various states of knowledge evolution, such as (a) conflicts, (b) consolidation, (c) discovery, (d) paradigm shifts, and (e) breakthroughs. We would like to trigger a comprehensive and coherent approach to studying the process of knowledge evolution by bringing together researchers and practitioners from the following fields: (i) Data mining and knowledge discovery in dynamic resources; (ii) Ontology dynamics and versioning; (iii) Trend analysis (in multiple applications, including internet search, corpus evaluation, etc.); (iv) Natural Language Processing (evolution of terminology, language use, semantics); (v) Knowledge Representation (temporal ontologies, temporal logics, belief revision, etc.); (vi) Discourse Analysis and Philosophy of Science (the definition and understanding of what particular phases of the knowledge evolution are, and how can we delimit, identify or even trigger them)."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Cambridge,2nd Joint Workshop on Knowledge Evolution and Ontology Dynamics,workshop:evodyn/2012,Workshop Chair,Tudor Groza,,"Ontology Dynamics, Knowledge Evolution, Temporality in Knowledge Capturing, Knowledge Integration and Analysis over Time, Visualization and Presenation of Evolving Knowledge, Representation of and Reasoning on Evolving Knowledge",http://iswc2012.semanticweb.org/workshops/evodyn2012,"EvoDyn 2012 continues the tradition of EvoDyn 2011 and the IWOD workshop series in being the core annual event to discuss advances in the broad area of ontology dynamics, and to track recent work directly or indirectly related to the problem of evolving knowledge. The workshop focuses on analysis of trends and change in formal descriptions, but also in associated raw sources of knowledge (scientific publications, unstructured or semi-structured Web content, traditional data stores, e-mail or on-line discussion threads, etc.). We are especially interested in research targeted on various states of knowledge evolution, such as (a) conflicts, (b) consolidation, (c) discovery, (d) paradigm shifts, and (e) breakthroughs. We would like to trigger a comprehensive and coherent approach to studying the process of knowledge evolution by bringing together researchers and practitioners from the following fields: (i) Data mining and knowledge discovery in dynamic resources; (ii) Ontology dynamics and versioning; (iii) Trend analysis (in multiple applications, including internet search, corpus evaluation, etc.); (iv) Natural Language Processing (evolution of terminology, language use, semantics); (v) Knowledge Representation (temporal ontologies, temporal logics, belief revision, etc.); (vi) Discourse Analysis and Philosophy of Science (the definition and understanding of what particular phases of the knowledge evolution are, and how can we delimit, identify or even trigger them)."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Cambridge,2nd Joint Workshop on Knowledge Evolution and Ontology Dynamics,workshop:evodyn/2012,Workshop Chair,Vit Novacek,,"Ontology Dynamics, Knowledge Evolution, Temporality in Knowledge Capturing, Knowledge Integration and Analysis over Time, Visualization and Presenation of Evolving Knowledge, Representation of and Reasoning on Evolving Knowledge",http://iswc2012.semanticweb.org/workshops/evodyn2012,"EvoDyn 2012 continues the tradition of EvoDyn 2011 and the IWOD workshop series in being the core annual event to discuss advances in the broad area of ontology dynamics, and to track recent work directly or indirectly related to the problem of evolving knowledge. The workshop focuses on analysis of trends and change in formal descriptions, but also in associated raw sources of knowledge (scientific publications, unstructured or semi-structured Web content, traditional data stores, e-mail or on-line discussion threads, etc.). We are especially interested in research targeted on various states of knowledge evolution, such as (a) conflicts, (b) consolidation, (c) discovery, (d) paradigm shifts, and (e) breakthroughs. We would like to trigger a comprehensive and coherent approach to studying the process of knowledge evolution by bringing together researchers and practitioners from the following fields: (i) Data mining and knowledge discovery in dynamic resources; (ii) Ontology dynamics and versioning; (iii) Trend analysis (in multiple applications, including internet search, corpus evaluation, etc.); (iv) Natural Language Processing (evolution of terminology, language use, semantics); (v) Knowledge Representation (temporal ontologies, temporal logics, belief revision, etc.); (vi) Discourse Analysis and Philosophy of Science (the definition and understanding of what particular phases of the knowledge evolution are, and how can we delimit, identify or even trigger them)."
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:WorkshopEvent,Cabot,3rd Workshop on Ontology Patterns,workshop:wop/2012,Workshop Chair,Aldo Gangemi,,"ontology patterns, ontology engineering, linked data patterns, knowledge patterns, semantic web design patterns, design patterns",http://iswc2012.semanticweb.org/workshops/wop2012,"The Workshop on Ontology Patterns is an arena for sharing ideas, innovations, and novel research results concerning patterns for semantic technologies. Patterns for ontology engineering is a large part, but we also welcome reports on other kinds of knowledge and data patterns, design patterns for Semantic Web applications, as well as best practices in general. Patterns need to be shared by a community in order to provide a common language, and to stimulate pattern usage and development - therefore we hope to see you at WOP to discuss your patterns!"
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:WorkshopEvent,Cabot,3rd Workshop on Ontology Patterns,workshop:wop/2012,Workshop Chair,Eva Blomqvist,,"ontology patterns, ontology engineering, linked data patterns, knowledge patterns, semantic web design patterns, design patterns",http://iswc2012.semanticweb.org/workshops/wop2012,"The Workshop on Ontology Patterns is an arena for sharing ideas, innovations, and novel research results concerning patterns for semantic technologies. Patterns for ontology engineering is a large part, but we also welcome reports on other kinds of knowledge and data patterns, design patterns for Semantic Web applications, as well as best practices in general. Patterns need to be shared by a community in order to provide a common language, and to stimulate pattern usage and development - therefore we hope to see you at WOP to discuss your patterns!"
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:WorkshopEvent,Cabot,3rd Workshop on Ontology Patterns,workshop:wop/2012,Workshop Chair,Karl Hammar,,"ontology patterns, ontology engineering, linked data patterns, knowledge patterns, semantic web design patterns, design patterns",http://iswc2012.semanticweb.org/workshops/wop2012,"The Workshop on Ontology Patterns is an arena for sharing ideas, innovations, and novel research results concerning patterns for semantic technologies. Patterns for ontology engineering is a large part, but we also welcome reports on other kinds of knowledge and data patterns, design patterns for Semantic Web applications, as well as best practices in general. Patterns need to be shared by a community in order to provide a common language, and to stimulate pattern usage and development - therefore we hope to see you at WOP to discuss your patterns!"
